29,100.0,99.8625,99.8125,99.5,99.9625,99.85,99.9875,100.0,99.6,100.0,99.975,100.0,99.9875,99.9875,99.8875,99.8875,99.3875,99.8,99.875,99.825,99.9875,100.0,100.0,100.0,100.0,99.8125,99.95,100.0,99.6625,100.0,100.0,99.8125,99.8375,100.0,99.9875,99.975,100.0,99.9,100.0,100.0,99.8,99.7875,100.0,99.8375,99.8875,99.8875,99.7625,99.75,99.8875,99.925,99.2375,99.9,100.0,100.0,100.0,99.85,99.9,100.0,99.8,99.875,99.8,99.9875,99.9875,100.0,99.7625,99.7,99.6125,100.0,99.8375,100.0,100.0,99.65,99.9875,99.9,99.9875,100.0,100.0,99.9875,87.5125,99.35,100.0,99.9875,99.8625,30.6625,99.9,99.1,100.0,99.7875,99.9125,100.0,100.0,99.925,99.875,99.975,11.825,99.9875,99.625,99.45,99.9875,100.0
30,99.9875,100.0,99.875,100.0,99.9875,99.7875,99.9875,99.5,76.8,99.6625,99.725,99.9875,99.7625,99.625,100.0,6.7375,99.7875,99.9875,99.95,99.8125,10.5625,100.0,7.35,99.65,100.0,99.7625,100.0,99.7875,99.975,99.675,99.9875,99.6375,99.9875,99.5375,99.9875,100.0,100.0,99.65,22.9,99.9875,99.775,98.925,99.5875,100.0,99.9875,99.625,99.925,99.45,99.9,100.0,100.0,100.0,99.8875,99.7125,99.6375,100.0,99.8125,99.6875,99.8125,99.5875,99.875,99.825,100.0,99.7375,100.0,99.975,100.0,99.9875,99.7375,99.7625,99.2625,99.875,99.9875,99.7875,100.0,99.2125,99.9875,99.5875,100.0,99.875,99.6125,51.65,100.0,99.6375,100.0,99.8375,42.6,99.7375,99.95,99.9875,99.7625,99.425,10.175,100.0,99.9875,100.0,95.3375,94.2,99.775,100.0
31,100.0,100.0,99.975,99.8125,10.4125,99.6,99.925,99.6,99.9875,100.0,98.5125,27.6125,99.725,99.7625,99.8875,99.9875,92.475,98.5875,99.9625,99.7875,99.425,98.0375,99.65,99.9625,99.9125,99.4375,99.1625,100.0,100.0,99.35,99.5125,100.0,98.65,100.0,99.0875,99.4625,100.0,99.0375,99.675,99.9875,99.975,99.975,10.3375,99.7,99.35,26.675,98.9875,99.7,99.05,99.35,43.0625,7.425,100.0,99.725,99.9125,100.0,99.75,99.975,100.0,99.9875,99.6125,98.825,99.5125,99.6625,99.7125,99.4125,99.5875,99.5875,99.2,99.9875,99.9875,100.0,98.575,99.175,99.775,100.0,98.7375,99.925,99.975,99.7875,99.4125,99.9,99.55,100.0,97.325,15.3125,99.675,9.6375,100.0,99.7875,99.5875,99.95,99.6125,100.0,8.0125,99.9875,100.0,99.9375,18.1625,99.3375
32,16.925,98.9625,15.2625,100.0,99.525,99.4875,99.95,9.9625,99.65,99.7,99.375,12.425,7.925,99.6375,84.575,99.925,99.9875,92.875,99.825,98.9375,99.6875,20.8,99.8375,99.8125,96.0375,99.975,100.0,98.5375,13.3875,99.4,99.9375,99.2125,7.975,97.0875,100.0,99.3375,99.85,7.6625,99.775,98.25,99.975,99.9625,99.125,98.6625,99.875,99.9625,99.225,99.9625,99.5375,99.975,100.0,99.9875,69.975,13.9,96.9875,99.875,11.525,100.0,39.2375,98.8,98.6,99.9875,99.9625,99.825,6.425,99.625,99.1125,99.9,99.975,99.875,98.8,81.225,99.55,99.7625,99.9875,99.95,99.975,97.3875,99.85,99.975,99.7,98.05,100.0,99.925,99.5125,99.925,99.6,99.7125,99.9625,94.425,98.825,11.0125,99.7625,7.5,99.15,99.6,99.625,99.15,97.6125,100.0
33,99.8125,92.65,99.95,99.95,100.0,99.15,99.1625,99.15,99.8625,8.125,98.6875,99.9375,97.7375,97.05,97.075,99.8875,12.3125,99.9625,91.3875,99.8375,7.5625,93.25,98.375,99.2875,99.6375,9.6875,98.275,99.8875,7.4,100.0,98.8625,97.65,99.925,98.7125,98.9625,53.0375,98.9625,99.975,99.1,93.1375,99.85,99.3125,99.4125,99.975,97.5125,99.2875,99.975,98.875,99.8625,95.175,8.8125,99.25,97.1625,100.0,92.4,99.6375,99.9625,6.8,99.3125,99.25,98.8625,8.45,99.35,98.5625,99.8125,6.4875,97.525,7.0125,92.2875,98.9,94.05,99.6375,6.725,97.125,5.675,94.7,97.0375,91.275,99.6375,99.45,83.8875,98.6,99.9,99.825,98.2375,93.0375,99.9125,8.3,95.35,99.325,9.0375,99.4875,97.8,98.0125,99.9125,95.9375,99.5625,7.375,98.6375,7.6
34,95.5625,7.7875,91.75,99.9125,91.375,97.2875,99.1375,7.8,99.2,98.3375,95.7125,99.575,99.0,98.5875,11.05,91.575,95.375,98.2,85.0125,8.3,99.4125,99.925,96.1375,7.3625,6.3375,7.2875,98.65,99.8,99.325,95.7625,98.975,99.8875,98.9125,99.85,95.475,88.7375,94.8125,14.9125,99.7125,6.5125,83.075,98.275,99.375,98.275,97.525,99.825,95.875,99.9125,97.7875,96.8625,99.8875,99.8,99.9375,96.7125,84.775,98.7875,99.95,6.675,98.4875,99.65,10.525,7.0875,93.625,99.75,94.6375,7.35,6.5375,6.025,99.775,7.7875,98.4625,84.9,90.9625,98.1375,99.775,99.125,97.85,8.5375,91.9875,99.0125,99.4125,92.925,99.95,99.225,99.6875,6.825,90.175,97.925,8.5,99.8875,87.3375,89.55,98.625,99.15,7.625,7.6375,99.9125,7.9375,99.775,99.575
35,7.0,97.4125,8.7125,67.9,7.5125,99.6375,98.925,17.65,6.875,91.125,88.0125,96.3,99.2375,96.075,76.75,13.7,99.65,63.975,90.3625,94.0625,88.9375,46.6875,70.375,96.575,94.1125,8.075,97.2875,7.375,70.15,99.1,15.2875,1.5625,96.85,6.3375,7.325,99.7,99.5875,51.875,80.5,98.0375,84.5625,8.4,8.95,99.675,36.6,95.0,99.725,96.8625,71.9125,99.7875,92.7625,99.375,89.5875,91.3125,23.9,99.6625,7.0625,99.7125,7.4,99.2875,8.7875,6.65,99.65,99.9,99.6,99.95,96.25,95.95,9.5625,99.0125,9.9,71.5875,5.9625,88.0,94.75,99.35,13.9625,62.0875,6.8875,97.875,96.0375,7.075,95.625,98.2625,99.5,7.925,7.3625,98.3875,99.8,7.1375,95.6625,98.575,6.8,8.3,98.975,75.4125,98.8625,99.75,99.8125,91.5875
36,86.3125,95.4375,98.2375,7.1625,81.275,73.95,88.7375,63.925,71.2375,72.1125,97.125,98.775,88.2875,7.8,75.625,87.425,98.0375,99.1375,97.575,88.8875,79.6125,8.1,88.7375,67.725,98.4875,9.4,64.3875,87.725,8.625,7.525,63.75,46.0,8.0375,22.6375,7.8625,8.2375,98.3625,99.775,39.5875,91.8625,75.6875,99.3625,83.8625,96.6125,49.6875,8.0,97.8125,27.2875,61.9875,27.8,85.6,8.775,8.85,54.025,57.3,7.6125,50.0625,9.8375,93.4,90.1375,53.4625,75.975,63.0875,6.9,9.75,93.75,6.1125,94.4,43.875,50.8625,6.5375,77.45,94.775,73.9875,15.2875,67.675,92.3125,43.3625,52.575,90.525,8.1,7.125,98.5125,8.225,7.7875,86.3125,94.375,12.6875,89.9125,69.075,59.15,8.3625,97.425,98.5125,72.1125,7.125,52.6375,82.5375,87.3,8.2125
37,62.7125,8.2375,56.9375,6.8875,57.95,76.3875,8.275,8.6375,93.5875,8.5,7.675,93.3625,91.5625,7.0375,52.2875,55.075,8.1625,66.375,6.8875,34.1125,7.5875,7.825,70.675,7.5375,78.45,57.775,72.85,72.55,50.2375,7.9375,7.725,85.7125,6.4,52.125,39.5625,76.1875,75.675,94.9625,8.4,8.55,81.45,84.025,92.6,7.3625,53.5,68.0125,42.725,86.475,35.325,7.45,47.5875,63.75,50.4125,7.6625,86.0,96.7875,6.825,36.9375,12.55,79.75,88.7,99.05,8.1,86.8875,15.425,8.0,80.2125,9.2625,8.5,80.725,10.375,7.9875,64.7875,8.1,44.125,85.2375,8.325,95.5875,75.575,64.375,8.0125,6.5625,87.925,68.5125,75.525,8.75,40.6125,30.15,52.5875,67.125,6.2625,83.625,56.5625,88.8625,85.6875,8.225,33.425,90.4375,98.7375,88.875
38,37.1625,8.2125,7.35,36.2125,57.95,95.0125,31.5125,12.6625,8.45,48.6375,28.675,8.0875,37.8,28.225,7.25,8.225,63.225,9.4375,7.95,7.3625,61.2125,8.2875,80.0625,6.2125,57.225,28.325,8.175,38.1375,7.525,7.9625,93.2875,8.3375,43.775,49.8625,8.825,9.0625,55.8,7.2375,63.3125,27.3875,29.9,6.7,52.7125,39.775,7.35,71.1,95.4,51.025,46.5,40.95,65.6125,88.0375,32.2375,78.975,7.9,66.275,74.5125,8.25,6.825,75.425,40.4,75.35,44.9375,67.8375,8.2125,8.8625,5.8875,87.425,42.775,8.4,45.175,70.225,92.25,6.9375,8.7875,7.9,61.475,8.4625,6.85,42.375,45.95,43.6,8.625,48.1375,7.1625,9.5375,91.7375,32.9,8.6125,57.975,7.1875,8.1375,9.625,58.7,6.225,77.35,10.7,7.375,47.0,88.4375
39,30.1,31.0625,39.8625,8.5125,21.9125,6.6,36.6,68.5625,28.3625,37.0375,32.775,7.575,8.2625,70.35,21.5875,32.0875,20.525,7.4625,6.95,60.7125,8.775,16.15,9.1875,29.55,9.2875,22.3625,26.025,7.8625,25.3875,19.625,8.1625,27.2625,13.2375,9.8625,9.4125,23.5625,7.525,34.45,7.7625,30.2375,7.9375,22.725,27.225,55.275,8.0375,7.2375,32.1125,32.2875,32.3875,32.5875,13.15,7.35,83.025,22.7625,40.2625,7.4,6.45,27.775,7.6125,54.05,14.95,7.5625,6.1625,6.775,73.8,7.0,7.0125,8.95,53.0125,33.65,38.475,27.875,7.925,28.625,44.125,33.45,8.3375,34.4875,34.125,7.9125,28.85,7.4125,43.275,8.0625,7.325,10.4625,32.45,11.45,7.525,51.275,43.9125,29.0875,59.3125,43.7375,6.45,6.8875,38.075,9.175,40.7,7.3625
